LOCATION,EVENT_SUCCESS_Mean,EVENT_DURATION_Mean,Record_Count,Region,District,LONGITUDE,LATITUDE
"Cell_S3239",1.000000,87.000000,1,"North","Bukit Timah Stevens Road",103.825679,1.313816
"Cell_S324",1.000000,45.395349,43,"Central","Marina Esplanade Suntec",103.857987,1.294503
"Cell_S3240",0.000000,466.000000,1,"West","Holland Road Ghim Moh",103.787185,1.312011
"Cell_S3241",1.000000,5.000000,1,"West","Holland Road Ghim Moh",103.788426,1.309150
"Cell_S3242",1.000000,12.000000,2,"North","Bukit Timah Stevens Road",103.815015,1.313741
"Cell_S3243",0.666667,1057.000000,3,"West","Holland Road Ghim Moh",103.792380,1.310972
"Cell_S3244",1.000000,256.666667,3,"West","Holland Road Ghim Moh",103.787083,1.310158
"Cell_S3245",1.000000,136.800000,5,"Central","Tanglin Road River Valley",103.828180,1.295195
"Cell_S3246",1.000000,207.000000,2,"West","Holland Road Ghim Moh",103.798011,1.313480
"Cell_S3247",1.000000,154.000000,4,"West","Holland Road Ghim Moh",103.798011,1.313480
"Cell_S3248",0.944444,65.333333,18,"North","Bukit Timah Stevens Road",103.808111,1.316124
"Cell_S3249",1.000000,54.714286,7,"Central","Tanglin Road River Valley",103.802891,1.307575
"Cell_S325",1.000000,43.000000,1,"Central","Chinatown",103.842318,1.288413
"Cell_S3250",1.000000,100.500000,4,"North","Bukit Timah Stevens Road",103.830313,1.315667
"Cell_S3251",1.000000,161.000000,2,"Central","Tanglin Road River Valley",103.823912,1.304271
"Cell_S3252",1.000000,26.000000,1,"West","Holland Road Ghim Moh",103.801747,1.308741
"Cell_S3253",1.000000,65.000000,1,"West","Holland Road Ghim Moh",103.791466,1.309992
"Cell_S3254",1.000000,102.400000,5,"Central","Tanglin Road River Valley",103.828180,1.295195
"Cell_S3255",1.000000,197.500000,2,"North","Bukit Timah Stevens Road",103.827096,1.310607
"Cell_S3256",1.000000,13.500000,2,"North","Bukit Timah Stevens Road",103.830979,1.309875
"Cell_S3257",1.000000,72.000000,4,"North","Bukit Timah Stevens Road",103.817943,1.318806
"Cell_S3258",1.000000,117.000000,1,"North","Bukit Timah Stevens Road",103.808111,1.316124
"Cell_S3259",1.000000,12.000000,1,"North","Bukit Timah Stevens Road",103.836438,1.313825
"Cell_S326",1.000000,12.000000,1,"Central","Chinatown",103.842318,1.288413
"Cell_S3260",0.500000,69.500000,2,"West","Holland Road Ghim Moh",103.787618,1.332537
"Cell_S3261",0.666667,405.666667,3,"North","Bukit Timah Stevens Road",103.819591,1.307442
"Cell_S3262",1.000000,200.000000,3,"Central","Tanglin Road River Valley",103.825353,1.300592
"Cell_S3263",1.000000,39.000000,1,"West","Bukit Timah Farrer Road Coronation Road",103.788739,1.317929
"Cell_S3264",1.000000,272.000000,1,"North","Bukit Timah Stevens Road",103.808111,1.316124
"Cell_S3265",1.000000,50.000000,1,"West","Holland Road Ghim Moh",103.794639,1.307262
"Cell_S3266",1.000000,84.500000,4,"North","Bukit Timah Stevens Road",103.826271,1.309480
"Cell_S3267",1.000000,86.333333,3,"West","Holland Road Ghim Moh",103.787185,1.312011
"Cell_S3268",1.000000,119.090909,11,"West","Holland Road Ghim Moh",103.788426,1.309150
"Cell_S3269",1.000000,56.500000,2,"North","Bukit Timah Stevens Road",103.827096,1.310607
"Cell_S327",1.000000,108.788889,90,"Central","Robinson Road Shenton Way",103.845962,1.276604
"Cell_S3270",1.000000,137.333333,3,"West","Holland Road Ghim Moh",103.795001,1.331432
"Cell_S3271",1.000000,189.000000,2,"West","Bukit Timah Farrer Road Coronation Road",103.805378,1.316429
"Cell_S3272",1.000000,20.000000,2,"North","Bukit Timah Stevens Road",103.830979,1.309875
"Cell_S3273",1.000000,115.000000,1,"West","Bukit Timah Farrer Road Coronation Road",103.788739,1.317929
"Cell_S3274",1.000000,51.000000,1,"West","Holland Road Ghim Moh",103.794639,1.307262
"Cell_S3275",1.000000,47.666667,3,"North","Bukit Timah Stevens Road",103.830313,1.315667
"Cell_S3276",1.000000,16.000000,1,"West","Holland Road Ghim Moh",103.788426,1.309150
"Cell_S3277",1.000000,526.500000,2,"Central","Tanglin Road River Valley",103.823883,1.304853
"Cell_S3278",1.000000,125.000000,1,"North","Bukit Timah Stevens Road",103.830979,1.309875
"Cell_S3279",1.000000,28.000000,1,"North","Bukit Timah Stevens Road",103.826271,1.309480
"Cell_S328",1.000000,93.608696,23,"Central","Robinson Road Shenton Way",103.849693,1.280715
"Cell_S3280",1.000000,15.000000,1,"West","Holland Road Ghim Moh",103.788426,1.309150
"Cell_S3281",0.857143,120.428571,7,"Central","Tanglin Road River Valley",103.828653,1.305210
"Cell_S3282",1.000000,363.000000,1,"Central","Tanglin Road River Valley",103.824897,1.304673
"Cell_S3283",1.000000,1222.000000,1,"North","Bukit Timah Stevens Road",103.815015,1.313741
"Cell_S3284",1.000000,309.000000,1,"West","Holland Road Ghim Moh",103.792380,1.310972
"Cell_S3285",1.000000,19.500000,2,"West","Bukit Timah Farrer Road Coronation Road",103.805378,1.316429
"Cell_S3286",1.000000,442.714286,7,"West","Holland Road Ghim Moh",103.787083,1.310158
"Cell_S3287",1.000000,45.600000,5,"North","Bukit Timah Stevens Road",103.823788,1.319856
"Cell_S3288",1.000000,83.000000,2,"North","Bukit Timah Stevens Road",103.826271,1.309480
"Cell_S3289",0.857143,137.714286,7,"Central","Tanglin Road River Valley",103.823912,1.304271
"Cell_S329",0.974359,60.384615,39,"Central","Marina South",103.859978,1.282235
"Cell_S3290",1.000000,49.571429,7,"West","Holland Road Ghim Moh",103.791466,1.309992
"Cell_S3291",1.000000,301.666667,9,"West","Bukit Timah Farrer Road Coronation Road",103.794618,1.319307
"Cell_S3292",1.000000,79.000000,2,"North","Bukit Timah Stevens Road",103.823788,1.319856
"Cell_S3293",1.000000,23.000000,1,"Central","Tanglin Road River Valley",103.815564,1.296022
"Cell_S3294",1.000000,160.000000,1,"West","Holland Road Ghim Moh",103.787185,1.312011
"Cell_S3295",1.000000,97.000000,1,"North","Bukit Timah Stevens Road",103.830313,1.315667
"Cell_S3296",1.000000,103.500000,10,"North","Bukit Timah Stevens Road",103.830313,1.315667
"Cell_S3297",1.000000,123.000000,4,"West","Holland Road Ghim Moh",103.788426,1.309150
"Cell_S3298",1.000000,124.000000,1,"Central","Tanglin Road River Valley",103.824897,1.304673
"Cell_S3299",1.000000,56.000000,2,"West","Holland Road Ghim Moh",103.798011,1.313480
"Cell_S33",1.000000,51.125000,8,"North","Bukit Timah King Albert Park",103.758655,1.331427
"Cell_S330",1.000000,84.500000,2,"Central","Marina Esplanade Suntec",103.859356,1.291238
"Cell_S3300",1.000000,8.000000,2,"North","Bukit Timah Stevens Road",103.836438,1.313825
"Cell_S3301",1.000000,65.000000,1,"West","Holland Road Ghim Moh",103.794639,1.307262
"Cell_S3302",1.000000,45.500000,2,"West","Bukit Timah Farrer Road Coronation Road",103.799955,1.325931
"Cell_S3303",1.000000,94.000000,2,"North","Bukit Timah Stevens Road",103.830313,1.315667
"Cell_S3304",1.000000,155.000000,1,"North","Bukit Timah Stevens Road",103.826849,1.307839
"Cell_S3305",1.000000,312.000000,6,"West","Holland Road Ghim Moh",103.798011,1.313480
"Cell_S3306",1.000000,340.000000,3,"West","Bukit Timah Farrer Road Coronation Road",103.794618,1.319307
"Cell_S3307",1.000000,35.333333,3,"West","Bukit Timah Farrer Road Coronation Road",103.788739,1.317929
"Cell_S3308",0.500000,1145.500000,2,"North","Bukit Timah Stevens Road",103.823788,1.319856
"Cell_S3309",1.000000,26.571429,7,"North","Bukit Timah Stevens Road",103.819591,1.307442
"Cell_S331",1.000000,9.000000,1,"Central","Marina South",103.854157,1.279430
"Cell_S3310",1.000000,176.000000,2,"North","Bukit Timah Stevens Road",103.826271,1.309480
"Cell_S3311",1.000000,54.000000,1,"Central","Tanglin Road River Valley",103.824897,1.304673
"Cell_S3312",1.000000,14.000000,2,"West","Holland Road Ghim Moh",103.792380,1.310972
"Cell_S3313",1.000000,201.400000,5,"West","Bukit Timah Farrer Road Coronation Road",103.805378,1.316429
"Cell_S3314",0.666667,43.000000,3,"North","Bukit Timah Stevens Road",103.830979,1.309875
"Cell_S3315",1.000000,21.571429,7,"North","Bukit Timah Stevens Road",103.836438,1.313825
"Cell_S3316",1.000000,59.000000,6,"North","Bukit Timah Stevens Road",103.823788,1.319856
"Cell_S3317",1.000000,281.250000,8,"North","Bukit Timah Stevens Road",103.826271,1.309480
"Cell_S3318",1.000000,93.333333,3,"West","Holland Road Ghim Moh",103.801747,1.308741
"Cell_S3319",1.000000,72.000000,1,"Central","Tanglin Road River Valley",103.817826,1.301513
"Cell_S332",0.952381,72.666667,21,"Central","Marina Esplanade Suntec",103.858203,1.294902
"Cell_S3320",1.000000,9.000000,1,"Central","Tanglin Road River Valley",103.824897,1.304673
"Cell_S3321",1.000000,44.200000,5,"Central","Tanglin Road River Valley",103.817458,1.304467
"Cell_S3322",1.000000,113.000000,1,"North","Bukit Timah Stevens Road",103.820124,1.307062
"Cell_S3323",1.000000,75.500000,6,"North","Bukit Timah Stevens Road",103.830979,1.309875
"Cell_S3324",0.875000,87.437500,16,"West","Bukit Timah Farrer Road Coronation Road",103.805378,1.316429
"Cell_S3325",1.000000,63.500000,2,"West","Bukit Timah Farrer Road Coronation Road",103.788739,1.317929
"Cell_S3326",1.000000,166.200000,5,"North","Bukit Timah Stevens Road",103.808111,1.316124
"Cell_S3327",1.000000,54.000000,1,"North","Bukit Timah Stevens Road",103.808111,1.316124
"Cell_S3328",1.000000,9.000000,3,"North","Bukit Timah Stevens Road",103.835493,1.316435
"Cell_S3329",1.000000,90.000000,1,"West","Holland Road Ghim Moh",103.787185,1.312011
"Cell_S333",1.000000,101.666667,3,"Central","Marina Esplanade Suntec",103.858203,1.294902
"Cell_S3330",1.000000,85.000000,1,"Central","Tanglin Road River Valley",103.817826,1.301513
"Cell_S3331",1.000000,20.000000,1,"West","Holland Road Ghim Moh",103.795001,1.331432
"Cell_S3332",1.000000,150.000000,5,"West","Holland Road Ghim Moh",103.792380,1.310972
"Cell_S3333",1.000000,61.000000,3,"West","Bukit Timah Farrer Road Coronation Road",103.810002,1.323834
"Cell_S3334",1.000000,639.666667,3,"Central","Tanglin Road River Valley",103.828180,1.295195
"Cell_S3335",1.000000,51.000000,4,"Central","Tanglin Road River Valley",103.826059,1.305628
"Cell_S3336",1.000000,219.250000,4,"Central","Tanglin Road River Valley",103.825353,1.300592
"Cell_S3337",1.000000,118.000000,3,"West","Holland Road Ghim Moh",103.794639,1.307262
"Cell_S3338",1.000000,39.333333,3,"Central","Tanglin Road River Valley",103.824897,1.304673
"Cell_S3339",1.000000,38.333333,3,"West","Holland Road Ghim Moh",103.792380,1.310972
"Cell_S334",0.916667,63.666667,12,"Central","Robinson Road Shenton Way",103.848408,1.276993
"Cell_S3340",1.000000,87.000000,1,"West","Holland Road Ghim Moh",103.792380,1.310972
"Cell_S3341",1.000000,28.125000,8,"North","Bukit Timah Stevens Road",103.817943,1.318806
"Cell_S3342",1.000000,42.285714,7,"North","Bukit Timah Stevens Road",103.817943,1.318806
"Cell_S3343",1.000000,39.333333,3,"West","Bukit Timah Farrer Road Coronation Road",103.794618,1.319307
"Cell_S3344",1.000000,104.000000,2,"West","Holland Road Ghim Moh",103.787618,1.332537
"Cell_S3345",1.000000,71.500000,2,"West","Holland Road Ghim Moh",103.787618,1.332537
"Cell_S3346",1.000000,287.000000,1,"Central","Tanglin Road River Valley",103.815564,1.296022
"Cell_S3347",1.000000,50.000000,6,"North","Bukit Timah Stevens Road",103.826849,1.307839
"Cell_S3348",1.000000,142.447368,38,"Central","Tanglin Road River Valley",103.802891,1.307575
"Cell_S3349",1.000000,168.000000,1,"West","Bukit Timah Farrer Road Coronation Road",103.805378,1.316429
"Cell_S335",1.000000,42.500000,2,"Central","Marina Esplanade Suntec",103.863922,1.291282
"Cell_S3350",1.000000,105.500000,2,"Central","Tanglin Road River Valley",103.826059,1.305628
"Cell_S3351",1.000000,9.000000,1,"West","Bukit Timah Farrer Road Coronation Road",103.794618,1.319307
"Cell_S3352",1.000000,64.125000,8,"West","Bukit Timah Farrer Road Coronation Road",103.812523,1.321803
"Cell_S3353",0.888889,163.111111,9,"North","Bukit Timah Stevens Road",103.825679,1.313816
"Cell_S3354",1.000000,291.000000,3,"North","Bukit Timah Stevens Road",103.823788,1.319856
"Cell_S3355",1.000000,132.400000,5,"Central","Tanglin Road River Valley",103.821431,1.294296
"Cell_S3356",0.666667,262.000000,3,"Central","Tanglin Road River Valley",103.815564,1.296022
"Cell_S3357",1.000000,39.666667,3,"West","Holland Road Ghim Moh",103.787185,1.312011
"Cell_S3358",1.000000,32.250000,4,"North","Bukit Timah Stevens Road",103.819591,1.307442
"Cell_S3359",1.000000,58.000000,2,"North","Bukit Timah Stevens Road",103.828707,1.314073
"Cell_S336",1.000000,44.800000,15,"Central","Raffles Place",103.850804,1.283178
"Cell_S3360",1.000000,38.000000,3,"North","Bukit Timah Stevens Road",103.817943,1.318806
"Cell_S3361",1.000000,20.000000,1,"North","Bukit Timah Stevens Road",103.808111,1.316124
"Cell_S3362",1.000000,87.250000,4,"West","Holland Road Ghim Moh",103.794639,1.307262
"Cell_S3363",1.000000,149.500000,2,"West","Holland Road Ghim Moh",103.787185,1.312011
"Cell_S3364",1.000000,879.000000,1,"North","Bukit Timah Stevens Road",103.819591,1.307442
"Cell_S3365",1.000000,115.500000,2,"North","Bukit Timah Stevens Road",103.819591,1.307442
"Cell_S3366",1.000000,15.000000,1,"West","Holland Road Ghim Moh",103.787185,1.312011
"Cell_S3367",1.000000,32.000000,1,"West","Holland Road Ghim Moh",103.801747,1.308741
"Cell_S3368",1.000000,260.600000,5,"West","Holland Road Ghim Moh",103.791466,1.309992
"Cell_S3369",1.000000,102.000000,2,"West","Holland Road Ghim Moh",103.792380,1.310972
"Cell_S337",1.000000,51.000000,1,"Central","Marina Esplanade Suntec",103.859567,1.295245
"Cell_S3370",1.000000,21.000000,1,"West","Holland Road Ghim Moh",103.787083,1.310158
"Cell_S3371",1.000000,31.000000,1,"West","Bukit Timah Farrer Road Coronation Road",103.805378,1.316429
"Cell_S3372",1.000000,85.000000,1,"West","Bukit Timah Farrer Road Coronation Road",103.805378,1.316429
"Cell_S3373",1.000000,19.000000,3,"West","Holland Road Ghim Moh",103.798011,1.313480
"Cell_S3374",0.833333,121.500000,6,"West","Bukit Timah Farrer Road Coronation Road",103.794618,1.319307
"Cell_S3375",1.000000,11.000000,1,"West","Holland Road Ghim Moh",103.788426,1.309150
"Cell_S3376",1.000000,78.000000,2,"West","Bukit Timah Farrer Road Coronation Road",103.812523,1.321803
"Cell_S3377",1.000000,9.000000,1,"West","Holland Road Ghim Moh",103.788426,1.309150
"Cell_S3378",1.000000,44.500000,2,"Central","Tanglin Road River Valley",103.821431,1.294296
"Cell_S3379",1.000000,117.750000,4,"Central","Tanglin Road River Valley",103.823912,1.304271
"Cell_S338",1.000000,117.666667,3,"Central","Raffles Place",103.850032,1.283863
"Cell_S3380",0.500000,108.000000,2,"West","Holland Road Ghim Moh",103.801747,1.308741
"Cell_S3381",0.800000,832.200000,10,"North","Bukit Timah Stevens Road",103.815015,1.313741
"Cell_S3382",1.000000,125.750000,4,"North","Bukit Timah Stevens Road",103.819591,1.307442
"Cell_S3383",1.000000,146.857143,7,"North","Bukit Timah Stevens Road",103.830979,1.309875
"Cell_S3384",1.000000,28.000000,2,"Central","Tanglin Road River Valley",103.826059,1.305628
"Cell_S3385",1.000000,19.000000,2,"West","Bukit Timah Farrer Road Coronation Road",103.788739,1.317929
"Cell_S3386",1.000000,159.333333,3,"West","Bukit Timah Farrer Road Coronation Road",103.788739,1.317929
"Cell_S3387",0.964286,81.250000,28,"North","Bukit Timah Stevens Road",103.836438,1.313825
"Cell_S3388",1.000000,645.000000,1,"North","Bukit Timah Stevens Road",103.823788,1.319856
"Cell_S3389",0.916667,333.500000,12,"West","Holland Road Ghim Moh",103.787185,1.312011
"Cell_S339",0.961538,111.230769,52,"Central","Raffles Place",103.853557,1.283223
"Cell_S3390",1.000000,131.000000,1,"North","Bukit Timah Stevens Road",103.815015,1.313741
"Cell_S3391",1.000000,111.200000,5,"Central","Tanglin Road River Valley",103.826059,1.305628
"Cell_S3392",1.000000,125.954545,22,"West","Bukit Timah Farrer Road Coronation Road",103.794618,1.319307
"Cell_S3393",1.000000,66.400000,5,"North","Bukit Timah Stevens Road",103.808111,1.316124
"Cell_S3394",1.000000,178.000000,1,"West","Bukit Timah Farrer Road Coronation Road",103.812523,1.321803
"Cell_S3395",1.000000,20.000000,1,"North","Bukit Timah Stevens Road",103.823788,1.319856
"Cell_S3396",1.000000,28.000000,1,"North","Bukit Timah Stevens Road",103.823788,1.319856
"Cell_S3397",1.000000,715.000000,1,"North","Bukit Timah Stevens Road",103.819591,1.307442
"Cell_S3398",1.000000,550.000000,2,"Central","Tanglin Road River Valley",103.817826,1.301513
"Cell_S3399",1.000000,16.000000,1,"Central","Tanglin Road River Valley",103.802891,1.307575
"Cell_S34",0.969697,131.166667,66,"North-East","Ang Mo Kio",103.845095,1.384919
"Cell_S340",1.000000,34.500000,2,"Central","Marina South",103.859978,1.285205
"Cell_S3400",1.000000,30.500000,2,"West","Holland Road Ghim Moh",103.798011,1.313480
"Cell_S3401",1.000000,296.000000,1,"West","Bukit Timah Farrer Road Coronation Road",103.805378,1.316429
"Cell_S3402",1.000000,295.333333,3,"West","Holland Road Ghim Moh",103.787618,1.332537
"Cell_S3403",1.000000,24.000000,2,"West","Holland Road Ghim Moh",103.787185,1.312011
"Cell_S3404",1.000000,88.000000,2,"West","Holland Road Ghim Moh",103.788426,1.309150
"Cell_S3405",1.000000,32.000000,2,"Central","Tanglin Road River Valley",103.828653,1.305210
"Cell_S3406",0.800000,298.000000,5,"West","Holland Road Ghim Moh",103.798011,1.313480
"Cell_S3407",1.000000,258.000000,2,"West","Holland Road Ghim Moh",103.792380,1.310972
"Cell_S3408",1.000000,43.000000,2,"West","Holland Road Ghim Moh",103.787083,1.310158
"Cell_S3409",1.000000,14.000000,1,"North","Bukit Timah Stevens Road",103.817943,1.318806
"Cell_S341",1.000000,135.965517,29,"Central","Chinatown",103.846433,1.284977
"Cell_S3410",1.000000,148.750000,8,"North","Bukit Timah Stevens Road",103.836438,1.313825
"Cell_S3411",1.000000,73.000000,2,"North","Bukit Timah Stevens Road",103.830313,1.315667
"Cell_S3412",1.000000,62.000000,2,"Central","Tanglin Road River Valley",103.817826,1.301513
"Cell_S3413",1.000000,17.000000,1,"North","Bukit Timah Stevens Road",103.820124,1.307062
"Cell_S3414",1.000000,137.000000,21,"North","Bukit Timah Stevens Road",103.817943,1.318806
"Cell_S3415",1.000000,67.500000,2,"North","Bukit Timah Stevens Road",103.836438,1.313825
"Cell_S3416",1.000000,5.000000,2,"North","Bukit Timah Stevens Road",103.830313,1.315667
"Cell_S3417",1.000000,86.666667,3,"West","Bukit Timah Farrer Road Coronation Road",103.812523,1.321803
"Cell_S3418",1.000000,91.266667,30,"North","Bukit Timah Stevens Road",103.825679,1.313816
"Cell_S3419",1.000000,28.000000,1,"North","Bukit Timah Stevens Road",103.827096,1.310607
"Cell_S342",1.000000,115.444444,9,"Central","Marina South",103.859978,1.285205
"Cell_S3420",0.500000,70.000000,2,"Central","Tanglin Road River Valley",103.823883,1.304853
"Cell_S3421",1.000000,33.000000,1,"North","Bukit Timah Stevens Road",103.830979,1.309875
"Cell_S3422",1.000000,86.000000,2,"North","Bukit Timah Stevens Road",103.830979,1.309875
"Cell_S3423",1.000000,96.000000,3,"Central","Tanglin Road River Valley",103.825353,1.300592
"Cell_S3424",1.000000,66.454545,11,"North","Bukit Timah Stevens Road",103.808111,1.316124
"Cell_S3425",1.000000,40.000000,1,"West","Holland Road Ghim Moh",103.794639,1.307262
"Cell_S3426",1.000000,56.714286,7,"North","Bukit Timah Stevens Road",103.830313,1.315667
"Cell_S3427",1.000000,58.500000,2,"North","Bukit Timah Stevens Road",103.830313,1.315667
"Cell_S3428",1.000000,68.000000,1,"West","Holland Road Ghim Moh",103.787083,1.310158
"Cell_S3429",1.000000,31.000000,1,"West","Holland Road Ghim Moh",103.798011,1.313480
"Cell_S343",0.977273,71.159091,44,"Central","Marina Esplanade Suntec",103.857987,1.294503
"Cell_S3430",1.000000,91.000000,1,"North","Bukit Timah Stevens Road",103.819591,1.307442
"Cell_S3431",1.000000,51.000000,1,"North","Bukit Timah Stevens Road",103.819591,1.307442
"Cell_S3432",1.000000,25.000000,1,"North","Bukit Timah Stevens Road",103.819591,1.307442
"Cell_S3433",1.000000,190.375000,8,"North","Bukit Timah Stevens Road",103.826271,1.309480
"Cell_S3434",1.000000,94.333333,6,"Central","Tanglin Road River Valley",103.815564,1.296022
"Cell_S3435",1.000000,39.500000,2,"Central","Tanglin Road River Valley",103.815564,1.296022
"Cell_S3436",1.000000,205.000000,1,"West","Bukit Timah Farrer Road Coronation Road",103.799955,1.325931
"Cell_S3437",1.000000,19.000000,4,"Central","Tanglin Road River Valley",103.824897,1.304673
"Cell_S3438",1.000000,34.000000,1,"Central","Tanglin Road River Valley",103.802891,1.307575
"Cell_S3439",1.000000,87.000000,3,"West","Bukit Timah Farrer Road Coronation Road",103.805378,1.316429
"Cell_S344",1.000000,106.083333,24,"Central","Marina Esplanade Suntec",103.857987,1.294503
"Cell_S3440",1.000000,146.285714,7,"North","Bukit Timah Stevens Road",103.825679,1.313816
"Cell_S3441",1.000000,113.750000,16,"Central","Tanglin Road River Valley",103.821431,1.294296
"Cell_S3442",1.000000,197.000000,1,"West","Holland Road Ghim Moh",103.794639,1.307262
"Cell_S3443",1.000000,125.800000,5,"West","Bukit Timah Farrer Road Coronation Road",103.799955,1.325931
"Cell_S3444",1.000000,58.000000,2,"West","Holland Road Ghim Moh",103.791466,1.309992
"Cell_S3445",1.000000,102.500000,4,"West","Bukit Timah Farrer Road Coronation Road",103.805378,1.316429
"Cell_S3446",1.000000,36.000000,1,"West","Holland Road Ghim Moh",103.801747,1.308741
"Cell_S3447",1.000000,240.400000,5,"Central","Tanglin Road River Valley",103.828180,1.295195
"Cell_S3448",1.000000,85.000000,1,"Central","Tanglin Road River Valley",103.825353,1.300592
"Cell_S3449",0.750000,66.750000,4,"West","Bukit Timah Farrer Road Coronation Road",103.788739,1.317929
"Cell_S345",1.000000,231.000000,32,"Central","Marina South",103.854971,1.279645
"Cell_S3450",0.888889,45.444444,9,"West","Bukit Timah Farrer Road Coronation Road",103.812523,1.321803
"Cell_S3451",1.000000,127.000000,4,"West","Holland Road Ghim Moh",103.801747,1.308741
"Cell_S3452",1.000000,13.000000,1,"North","Bukit Timah Stevens Road",103.819591,1.307442
"Cell_S3453",0.666667,145.333333,3,"Central","Tanglin Road River Valley",103.824897,1.304673
"Cell_S3454",1.000000,31.000000,1,"West","Bukit Timah Farrer Road Coronation Road",103.794618,1.319307
"Cell_S3455",1.000000,116.428571,7,"North","Bukit Timah Stevens Road",103.836438,1.313825
"Cell_S3456",1.000000,61.500000,2,"Central","Tanglin Road River Valley",103.824897,1.304673
"Cell_S3457",1.000000,152.666667,3,"Central","Tanglin Road River Valley",103.824897,1.304673
"Cell_S3458",1.000000,123.428571,7,"North","Bukit Timah Stevens Road",103.826849,1.307839
"Cell_S3459",1.000000,104.200000,15,"West","Holland Road Ghim Moh",103.791466,1.309992
"Cell_S346",1.000000,117.409091,22,"Central","Robinson Road Shenton Way",103.849785,1.281233
"Cell_S3460",1.000000,75.666667,3,"Central","Tanglin Road River Valley",103.802891,1.307575
"Cell_S3461",1.000000,103.166667,12,"West","Bukit Timah Farrer Road Coronation Road",103.810002,1.323834
"Cell_S3462",1.000000,41.000000,1,"North","Bukit Timah Stevens Road",103.817943,1.318806
"Cell_S3463",1.000000,9.000000,1,"North","Bukit Timah Stevens Road",103.825679,1.313816
"Cell_S3464",1.000000,12.500000,2,"West","Holland Road Ghim Moh",103.787618,1.332537
"Cell_S3465",1.000000,93.166667,6,"West","Holland Road Ghim Moh",103.801747,1.308741
"Cell_S3466",1.000000,199.000000,3,"North","Bukit Timah Stevens Road",103.817943,1.318806
"Cell_S3467",1.000000,12.000000,1,"Central","Tanglin Road River Valley",103.823997,1.303669
"Cell_S3468",1.000000,566.000000,1,"North","Bukit Timah Stevens Road",103.825679,1.313816
"Cell_S3469",1.000000,50.100000,10,"West","Holland Road Ghim Moh",103.794639,1.307262
"Cell_S347",1.000000,121.476190,21,"Central","Raffles Place",103.850555,1.285396
"Cell_S3470",1.000000,64.000000,1,"West","Bukit Timah Farrer Road Coronation Road",103.799955,1.325931
"Cell_S3471",1.000000,135.500000,4,"Central","Tanglin Road River Valley",103.823912,1.304271
"Cell_S3472",1.000000,98.000000,1,"Central","Tanglin Road River Valley",103.817458,1.304467
"Cell_S3473",1.000000,193.000000,1,"North","Bukit Timah Stevens Road",103.827096,1.310607
"Cell_S3474",1.000000,56.000000,1,"North","Bukit Timah Stevens Road",103.827096,1.310607
"Cell_S3475",1.000000,137.115385,52,"Central","Tanglin Road River Valley",103.802891,1.307575
"Cell_S3476",1.000000,377.000000,1,"Central","Tanglin Road River Valley",103.828180,1.295195
"Cell_S3477",1.000000,75.500000,4,"West","Bukit Timah Farrer Road Coronation Road",103.794618,1.319307
"Cell_S3478",1.000000,39.666667,3,"West","Bukit Timah Farrer Road Coronation Road",103.812523,1.321803
"Cell_S3479",1.000000,14.000000,1,"North","Bukit Timah Stevens Road",103.819591,1.307442
"Cell_S348",1.000000,23.000000,1,"Central","Marina South",103.859978,1.282235
"Cell_S3480",1.000000,39.000000,1,"North","Bukit Timah Stevens Road",103.830313,1.315667
"Cell_S3481",0.909091,67.454545,11,"North","Bukit Timah Stevens Road",103.815015,1.313741
"Cell_S3482",1.000000,106.500000,2,"North","Bukit Timah Stevens Road",103.827096,1.310607
"Cell_S3483",1.000000,79.000000,1,"West","Holland Road Ghim Moh",103.792380,1.310972
"Cell_S3484",1.000000,27.000000,1,"North","Bukit Timah Stevens Road",103.817943,1.318806
"Cell_S3485",0.666667,38.666667,3,"Central","Tanglin Road River Valley",103.825353,1.300592
"Cell_S3486",1.000000,106.000000,2,"West","Holland Road Ghim Moh",103.798011,1.313480
"Cell_S3487",1.000000,1241.000000,1,"Central","Tanglin Road River Valley",103.826059,1.305628
"Cell_S3488",1.000000,28.000000,2,"North","Bukit Timah Stevens Road",103.830979,1.309875
"Cell_S3489",1.000000,58.153846,26,"West","Bukit Timah Farrer Road Coronation Road",103.812523,1.321803
"Cell_S349",1.000000,25.000000,1,"Central","Marina South",103.859978,1.282235
"Cell_S3490",1.000000,56.000000,3,"North","Bukit Timah Stevens Road",103.830979,1.309875
"Cell_S3491",1.000000,26.000000,2,"West","Holland Road Ghim Moh",103.798011,1.313480
"Cell_S3492",1.000000,16.000000,1,"Central","Tanglin Road River Valley",103.828180,1.295195
"Cell_S3493",1.000000,92.333333,3,"North","Bukit Timah Stevens Road",103.830979,1.309875
"Cell_S3494",1.000000,168.333333,3,"North","Bukit Timah Stevens Road",103.808111,1.316124
"Cell_S3495",1.000000,89.416667,12,"North","Bukit Timah Stevens Road",103.830313,1.315667
"Cell_S3496",0.958333,51.208333,24,"North","Bukit Timah Stevens Road",103.815015,1.313741
"Cell_S3497",1.000000,32.750000,4,"Central","Tanglin Road River Valley",103.802891,1.307575
"Cell_S3498",1.000000,89.500000,2,"Central","Tanglin Road River Valley",103.802891,1.307575
"Cell_S3499",1.000000,33.000000,1,"West","Holland Road Ghim Moh",103.787083,1.310158
"Cell_S35",0.928571,186.071429,14,"Central","Tanjong Pagar",103.839416,1.278491
"Cell_S350",1.000000,95.666667,3,"Central","Marina South",103.860503,1.278887
